,AppName,Company,StarRating,TotalReviews,TotalDownloads,ContainsAds,Editors,RatedAgeGroup,Category,Score(Avg),TopFeatures
26,Infocar - OBD2 ELM Diagnostic,"Infocar Co., Ltd.",3.9,14500,1000000,no,no,>3 years,Auto&Vehicles,4.0083,"('engine light', 253), ('pass test', 160), ('user friendly', 120), ('pro version', 105), ('vehicle health', 87), ('live datum', 86), ('cdl permit', 79), ('car scanner', 77), ('diagnostic tool', 77), ('full version', 75),  ('fuel consumption', 51), ('carly adapter', 51), ('code bmw', 44), ('bluetooth adapter', 43), ('car expense', 38), ('car radio', 36), ('vin decoder', 36), ('torque pro', 36), ('customer service', 33), ('micro mechanic', 29), ('find sensor', 27), ('car history', 27), ('code work', 26), ('wifi adapter', 25), ('car charger', 21), ('wiring diagram', 20), ('gas station', 17), ('device plug', 15), ('driving test', 15), ('track mileage', 14), ('simple interface', 14), ('serial number', 11), ('elm scanner', 11), ('device life', 11), ('bimmercode support', 10), ('car finder', 10), ('car maintenance', 8), ('accurate display', 7), ('genie pass', 7), ('vin number', 6), ('low voltage', 6), ('bit kit', 5), ('gauge work', 4), ('transmission temperature', 4), ('customizable dashboard', 4), ('mirror work', 3), ('redlink mx', 3), ('auto electrician', 3), ('fly colour', 3), ('professionally craft', 2), ('load stick', 2), ('driver license', 2), ('grand prix', 2), ('update map', 2), ('proper gear', 2)"
27,BimmerCode for BMW and MINI,SG Software GmbH & Co. KG,4.7,7110,100000,yes,no,>3 years,Auto&Vehicles,4.1802,"('engine light', 253), ('pass test', 160), ('user friendly', 120), ('pro version', 105), ('vehicle health', 87), ('live datum', 86), ('cdl permit', 79), ('car scanner', 77), ('diagnostic tool', 77), ('full version', 75),  ('fuel consumption', 51), ('carly adapter', 51), ('code bmw', 44), ('bluetooth adapter', 43), ('car expense', 38), ('car radio', 36), ('vin decoder', 36), ('torque pro', 36), ('customer service', 33), ('micro mechanic', 29), ('find sensor', 27), ('car history', 27), ('code work', 26), ('wifi adapter', 25), ('car charger', 21), ('wiring diagram', 20), ('gas station', 17), ('device plug', 15), ('driving test', 15), ('track mileage', 14), ('simple interface', 14), ('serial number', 11), ('elm scanner', 11), ('device life', 11), ('bimmercode support', 10), ('car finder', 10), ('car maintenance', 8), ('accurate display', 7), ('genie pass', 7), ('vin number', 6), ('low voltage', 6), ('bit kit', 5), ('gauge work', 4), ('transmission temperature', 4), ('customizable dashboard', 4), ('mirror work', 3), ('redlink mx', 3), ('auto electrician', 3), ('fly colour', 3), ('professionally craft', 2), ('load stick', 2), ('driver license', 2), ('grand prix', 2), ('update map', 2), ('proper gear', 2)"
28,Ruhavik,GURTAM RnD,4.7,2380,100000,no,no,>3 years,Auto&Vehicles,4.3613,"('engine light', 253), ('pass test', 160), ('user friendly', 120), ('pro version', 105), ('vehicle health', 87), ('live datum', 86), ('cdl permit', 79), ('car scanner', 77), ('diagnostic tool', 77), ('full version', 75),  ('fuel consumption', 51), ('carly adapter', 51), ('code bmw', 44), ('bluetooth adapter', 43), ('car expense', 38), ('car radio', 36), ('vin decoder', 36), ('torque pro', 36), ('customer service', 33), ('micro mechanic', 29), ('find sensor', 27), ('car history', 27), ('code work', 26), ('wifi adapter', 25), ('car charger', 21), ('wiring diagram', 20), ('gas station', 17), ('device plug', 15), ('driving test', 15), ('track mileage', 14), ('simple interface', 14), ('serial number', 11), ('elm scanner', 11), ('device life', 11), ('bimmercode support', 10), ('car finder', 10), ('car maintenance', 8), ('accurate display', 7), ('genie pass', 7), ('vin number', 6), ('low voltage', 6), ('bit kit', 5), ('gauge work', 4), ('transmission temperature', 4), ('customizable dashboard', 4), ('mirror work', 3), ('redlink mx', 3), ('auto electrician', 3), ('fly colour', 3), ('professionally craft', 2), ('load stick', 2), ('driver license', 2), ('grand prix', 2), ('update map', 2), ('proper gear', 2)"
29,Radio Code Genertor for Cars,Car Radio Codes,4.3,6470,500000,no,no,>3 years,Auto&Vehicles,4.3102,"('engine light', 253), ('pass test', 160), ('user friendly', 120), ('pro version', 105), ('vehicle health', 87), ('live datum', 86), ('cdl permit', 79), ('car scanner', 77), ('diagnostic tool', 77), ('full version', 75),  ('fuel consumption', 51), ('carly adapter', 51), ('code bmw', 44), ('bluetooth adapter', 43), ('car expense', 38), ('car radio', 36), ('vin decoder', 36), ('torque pro', 36), ('customer service', 33), ('micro mechanic', 29), ('find sensor', 27), ('car history', 27), ('code work', 26), ('wifi adapter', 25), ('car charger', 21), ('wiring diagram', 20), ('gas station', 17), ('device plug', 15), ('driving test', 15), ('track mileage', 14), ('simple interface', 14), ('serial number', 11), ('elm scanner', 11), ('device life', 11), ('bimmercode support', 10), ('car finder', 10), ('car maintenance', 8), ('accurate display', 7), ('genie pass', 7), ('vin number', 6), ('low voltage', 6), ('bit kit', 5), ('gauge work', 4), ('transmission temperature', 4), ('customizable dashboard', 4), ('mirror work', 3), ('redlink mx', 3), ('auto electrician', 3), ('fly colour', 3), ('professionally craft', 2), ('load stick', 2), ('driver license', 2), ('grand prix', 2), ('update map', 2), ('proper gear', 2)"
30,KeyConnect,Apponfire,4.2,5400,100000,no,no,>3 years,Auto&Vehicles,2.5165,"('engine light', 253), ('pass test', 160), ('user friendly', 120), ('pro version', 105), ('vehicle health', 87), ('live datum', 86), ('cdl permit', 79), ('car scanner', 77), ('diagnostic tool', 77), ('full version', 75),  ('fuel consumption', 51), ('carly adapter', 51), ('code bmw', 44), ('bluetooth adapter', 43), ('car expense', 38), ('car radio', 36), ('vin decoder', 36), ('torque pro', 36), ('customer service', 33), ('micro mechanic', 29), ('find sensor', 27), ('car history', 27), ('code work', 26), ('wifi adapter', 25), ('car charger', 21), ('wiring diagram', 20), ('gas station', 17), ('device plug', 15), ('driving test', 15), ('track mileage', 14), ('simple interface', 14), ('serial number', 11), ('elm scanner', 11), ('device life', 11), ('bimmercode support', 10), ('car finder', 10), ('car maintenance', 8), ('accurate display', 7), ('genie pass', 7), ('vin number', 6), ('low voltage', 6), ('bit kit', 5), ('gauge work', 4), ('transmission temperature', 4), ('customizable dashboard', 4), ('mirror work', 3), ('redlink mx', 3), ('auto electrician', 3), ('fly colour', 3), ('professionally craft', 2), ('load stick', 2), ('driver license', 2), ('grand prix', 2), ('update map', 2), ('proper gear', 2)"
31,Carly - OBD2 car scanner,Carly Solutions GmBH & Co KG,4.4,19300,500000,no,no,>3 years,Auto&Vehicles,3.3064,"('engine light', 253), ('pass test', 160), ('user friendly', 120), ('pro version', 105), ('vehicle health', 87), ('live datum', 86), ('cdl permit', 79), ('car scanner', 77), ('diagnostic tool', 77), ('full version', 75),  ('fuel consumption', 51), ('carly adapter', 51), ('code bmw', 44), ('bluetooth adapter', 43), ('car expense', 38), ('car radio', 36), ('vin decoder', 36), ('torque pro', 36), ('customer service', 33), ('micro mechanic', 29), ('find sensor', 27), ('car history', 27), ('code work', 26), ('wifi adapter', 25), ('car charger', 21), ('wiring diagram', 20), ('gas station', 17), ('device plug', 15), ('driving test', 15), ('track mileage', 14), ('simple interface', 14), ('serial number', 11), ('elm scanner', 11), ('device life', 11), ('bimmercode support', 10), ('car finder', 10), ('car maintenance', 8), ('accurate display', 7), ('genie pass', 7), ('vin number', 6), ('low voltage', 6), ('bit kit', 5), ('gauge work', 4), ('transmission temperature', 4), ('customizable dashboard', 4), ('mirror work', 3), ('redlink mx', 3), ('auto electrician', 3), ('fly colour', 3), ('professionally craft', 2), ('load stick', 2), ('driver license', 2), ('grand prix', 2), ('update map', 2), ('proper gear', 2)"
32,Seasonal Color Analysis,Standy Soft,4.8,1940,100000,yes,no,>3 years,Beauty,4.8202,"('cool game', 573), ('dlr camera', 294), (‘real mirror', 254), ('game dress', 230), ('skin care', 232), ('hd camera', 221), ('hair style', 226), ('ice queen', 135), ('client book', 67), ('fitness exercise', 64), ('make life', 42), ('fitting room', 41), ('business customer', 136), ('queen dress', 20), ('user friendly', 20), ('clear image', 45), ('royal princess', 14), ('mirror phone', 12), ('color palette', 8), ('color analysis', 8),  ('ultra blur', 7), ('personal fashion', 7), ('full version', 6), ('fashion assistant', 6), ('fade tool', 6), ('deep winter', 6), ('build watch', 5), ('photo editing', 4), ('step instruction', 4), ('clear reflection', 4), ('black screen', 4), ('cloth lover', 3), ('windy pink', 3), ('device update', 3), ('high pixel', 3), ('style girl', 3), ('teach braid', 2), ('creative style', 2), ('dark autumn', 2), ('idea implementation', 2), ('face exercise', 2), ('drink water', 2), ('quick touch', 2), ('selfie mode', 2), ('photography baker', 2), ('radar chord', 2), ('shogi block', 2), ('edit baron', 2), ('girl makeup', 2), ('device memory', 2), ('thunder lang', 2), ('perfect gym', 2), ('original eye', 2), ('massage therapist', 2), ('appointment setting', 2)"
33,"Face Message, Skincare: forYou",forYou Development,4.2,10700,1000000,no,no,>3 years,Beauty,4.4524,"('cool game', 573), ('dlr camera', 294), (‘real mirror', 254), ('game dress', 230), ('skin care', 232), ('hd camera', 221), ('hair style', 226), ('ice queen', 135), ('client book', 67), ('fitness exercise', 64), ('make life', 42), ('fitting room', 41), ('business customer', 136), ('queen dress', 20), ('user friendly', 20), ('clear image', 45), ('royal princess', 14), ('mirror phone', 12), ('color palette', 8), ('color analysis', 8),  ('ultra blur', 7), ('personal fashion', 7), ('full version', 6), ('fashion assistant', 6), ('fade tool', 6), ('deep winter', 6), ('build watch', 5), ('photo editing', 4), ('step instruction', 4), ('clear reflection', 4), ('black screen', 4), ('cloth lover', 3), ('windy pink', 3), ('device update', 3), ('high pixel', 3), ('style girl', 3), ('teach braid', 2), ('creative style', 2), ('dark autumn', 2), ('idea implementation', 2), ('face exercise', 2), ('drink water', 2), ('quick touch', 2), ('selfie mode', 2), ('photography baker', 2), ('radar chord', 2), ('shogi block', 2), ('edit baron', 2), ('girl makeup', 2), ('device memory', 2), ('thunder lang', 2), ('perfect gym', 2), ('original eye', 2), ('massage therapist', 2), ('appointment setting', 2)"
34,My Capillary Schedule,Code Art BR,4.4,181000,5000000,yes,no,>3 years,Beauty,4.4513,"('cool game', 573), ('dlr camera', 294), (‘real mirror', 254), ('game dress', 230), ('skin care', 232), ('hd camera', 221), ('hair style', 226), ('ice queen', 135), ('client book', 67), ('fitness exercise', 64), ('make life', 42), ('fitting room', 41), ('business customer', 136), ('queen dress', 20), ('user friendly', 20), ('clear image', 45), ('royal princess', 14), ('mirror phone', 12), ('color palette', 8), ('color analysis', 8),  ('ultra blur', 7), ('personal fashion', 7), ('full version', 6), ('fashion assistant', 6), ('fade tool', 6), ('deep winter', 6), ('build watch', 5), ('photo editing', 4), ('step instruction', 4), ('clear reflection', 4), ('black screen', 4), ('cloth lover', 3), ('windy pink', 3), ('device update', 3), ('high pixel', 3), ('style girl', 3), ('teach braid', 2), ('creative style', 2), ('dark autumn', 2), ('idea implementation', 2), ('face exercise', 2), ('drink water', 2), ('quick touch', 2), ('selfie mode', 2), ('photography baker', 2), ('radar chord', 2), ('shogi block', 2), ('edit baron', 2), ('girl makeup', 2), ('device memory', 2), ('thunder lang', 2), ('perfect gym', 2), ('original eye', 2), ('massage therapist', 2), ('appointment setting', 2)"
35,"Beauty Mirror, The Mirror App",Diary App & Notes & Audio Editor & Voice Recorder,4.9,6920,500000,yes,no,>3 years,Beauty,4.5908,"('cool game', 573), ('dlr camera', 294), (‘real mirror', 254), ('game dress', 230), ('skin care', 232), ('hd camera', 221), ('hair style', 226), ('ice queen', 135), ('client book', 67), ('fitness exercise', 64), ('make life', 42), ('fitting room', 41), ('business customer', 136), ('queen dress', 20), ('user friendly', 20), ('clear image', 45), ('royal princess', 14), ('mirror phone', 12), ('color palette', 8), ('color analysis', 8),  ('ultra blur', 7), ('personal fashion', 7), ('full version', 6), ('fashion assistant', 6), ('fade tool', 6), ('deep winter', 6), ('build watch', 5), ('photo editing', 4), ('step instruction', 4), ('clear reflection', 4), ('black screen', 4), ('cloth lover', 3), ('windy pink', 3), ('device update', 3), ('high pixel', 3), ('style girl', 3), ('teach braid', 2), ('creative style', 2), ('dark autumn', 2), ('idea implementation', 2), ('face exercise', 2), ('drink water', 2), ('quick touch', 2), ('selfie mode', 2), ('photography baker', 2), ('radar chord', 2), ('shogi block', 2), ('edit baron', 2), ('girl makeup', 2), ('device memory', 2), ('thunder lang', 2), ('perfect gym', 2), ('original eye', 2), ('massage therapist', 2), ('appointment setting', 2)"
36,Mirror - Makeup and Saving,simple_app,4.3,44500,5000000,yes,no,>3 years,Beauty,4.5301,"('cool game', 573), ('dlr camera', 294), (‘real mirror', 254), ('game dress', 230), ('skin care', 232), ('hd camera', 221), ('hair style', 226), ('ice queen', 135), ('client book', 67), ('fitness exercise', 64), ('make life', 42), ('fitting room', 41), ('business customer', 136), ('queen dress', 20), ('user friendly', 20), ('clear image', 45), ('royal princess', 14), ('mirror phone', 12), ('color palette', 8), ('color analysis', 8),  ('ultra blur', 7), ('personal fashion', 7), ('full version', 6), ('fashion assistant', 6), ('fade tool', 6), ('deep winter', 6), ('build watch', 5), ('photo editing', 4), ('step instruction', 4), ('clear reflection', 4), ('black screen', 4), ('cloth lover', 3), ('windy pink', 3), ('device update', 3), ('high pixel', 3), ('style girl', 3), ('teach braid', 2), ('creative style', 2), ('dark autumn', 2), ('idea implementation', 2), ('face exercise', 2), ('drink water', 2), ('quick touch', 2), ('selfie mode', 2), ('photography baker', 2), ('radar chord', 2), ('shogi block', 2), ('edit baron', 2), ('girl makeup', 2), ('device memory', 2), ('thunder lang', 2), ('perfect gym', 2), ('original eye', 2), ('massage therapist', 2), ('appointment setting', 2)"
37,Hairstyles step by step,Piu Piu Apps,4.1,46100,5000000,yes,no,>3 years,Beauty,4.4201,"('cool game', 573), ('dlr camera', 294), (‘real mirror', 254), ('game dress', 230), ('skin care', 232), ('hd camera', 221), ('hair style', 226), ('ice queen', 135), ('client book', 67), ('fitness exercise', 64), ('make life', 42), ('fitting room', 41), ('business customer', 136), ('queen dress', 20), ('user friendly', 20), ('clear image', 45), ('royal princess', 14), ('mirror phone', 12), ('color palette', 8), ('color analysis', 8),  ('ultra blur', 7), ('personal fashion', 7), ('full version', 6), ('fashion assistant', 6), ('fade tool', 6), ('deep winter', 6), ('build watch', 5), ('photo editing', 4), ('step instruction', 4), ('clear reflection', 4), ('black screen', 4), ('cloth lover', 3), ('windy pink', 3), ('device update', 3), ('high pixel', 3), ('style girl', 3), ('teach braid', 2), ('creative style', 2), ('dark autumn', 2), ('idea implementation', 2), ('face exercise', 2), ('drink water', 2), ('quick touch', 2), ('selfie mode', 2), ('photography baker', 2), ('radar chord', 2), ('shogi block', 2), ('edit baron', 2), ('girl makeup', 2), ('device memory', 2), ('thunder lang', 2), ('perfect gym', 2), ('original eye', 2), ('massage therapist', 2), ('appointment setting', 2)"
